Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
106,"JM Banda, L Evans, RS Vanguri, NP Tatonetti…","A curated and standardized adverse drug event resource to accelerate drug safety research",2016,"Scientific data","nature.com","https://www.nature.com/articles/sdata201626","https://scholar.google.com/scholar?cites=16052522729236003941&as_sdt=2005&sciodt=2007&hl=en",18,"2022-03-26 14:20:05","HTML","","","",,,,,106,17.67,21,5,6,"Identification of adverse drug reactions (ADRs) during the post-marketing phase is one of the most important goals of drug safety surveillance. Spontaneous reporting systems (SRS) …","https://www.nature.com/articles/sdata201626","https://scholar.google.com/scholar?q=related:Zfz-UF8Ext4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
107,"KB Hoffman, M Dimbil, CB Erdman, NP Tatonetti…","The Weber effect and the United States Food and Drug Administration's Adverse Event Reporting System (FAERS): analysis of sixty-two drugs approved from …",2014,"Drug safety","Springer","https://link.springer.com/article/10.1007/s40264-014-0150-2","https://scholar.google.com/scholar?cites=12677695685505187135&as_sdt=2005&sciodt=2007&hl=en",19,"2022-03-26 14:20:05","HTML","10.1007/s40264-014-0150-2","","",,,,,107,13.38,21,5,8,"Abstract Background The United States Food and Drug Administration's (FDA) Adverse Event Reporting System (FAERS) consists of adverse event (AE) reports linked to approved …","https://link.springer.com/article/10.1007/s40264-014-0150-2","https://scholar.google.com/scholar?q=related:P_0JgQ458K8J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
10,"N Shang, A Khan, F Polubriaginof, F Zanoni…","Medical records-based chronic kidney disease phenotype for clinical care and “big data” observational and genetic studies",2021,"NPJ digital …","nature.com","https://www.nature.com/articles/s41746-021-00428-1","https://scholar.google.com/scholar?cites=8003936906483062005&as_sdt=2005&sciodt=2007&hl=en",20,"2022-03-26 14:20:05","HTML","","","",,,,,10,10.00,2,5,1,"Abstract Chronic Kidney Disease (CKD) represents a slowly progressive disorder that is typically silent until late stages, but early intervention can significantly delay its progression …","https://www.nature.com/articles/s41746-021-00428-1","https://scholar.google.com/scholar?q=related:9dSPszWyE28J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
49,"JD Romano, NP Tatonetti","Informatics and computational methods in natural product drug discovery: a review and perspectives",2019,"Frontiers in genetics","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fgene.2019.00368/full","https://scholar.google.com/scholar?cites=11461611408044634283&as_sdt=2005&sciodt=2007&hl=en",21,"2022-03-26 14:20:05","HTML","10.3389/fgene.2019.00368","","",,,,,49,16.33,25,2,3,"The discovery of new pharmaceutical drugs is one of the preeminent tasks---scientifically, economically, and socially---in biomedical research. Advances in informatics and …","https://www.frontiersin.org/articles/10.3389/fgene.2019.00368/full","https://scholar.google.com/scholar?q=related:q7AQctnSD58J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
47,"FCG Polubriaginof, P Ryan, H Salmasian…","Challenges with quality of race and ethnicity data in observational databases",2019,"Journal of the …","academic.oup.com","https://academic.oup.com/jamia/article-abstract/26/8-9/730/5542028","https://scholar.google.com/scholar?cites=13186410758334427979&as_sdt=2005&sciodt=2007&hl=en",22,"2022-03-26 14:20:05","","","","",,,,,47,15.67,12,4,3,"Objective We sought to assess the quality of race and ethnicity information in observational health databases, including electronic health records (EHRs), and to propose patient self …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6696496/","https://scholar.google.com/scholar?q=related:S7PpWLiK_7YJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
87,"C Deng, MR Lipstein, L Scotto…","Silencing c-Myc translation as a therapeutic strategy through targeting PI3Kδ and CK1ε in hematological malignancies",2017,"Blood, The Journal …","ashpublications.org","https://ashpublications.org/blood/article-abstract/129/1/88/35825","https://scholar.google.com/scholar?cites=4230785182740560879&as_sdt=2005&sciodt=2007&hl=en",23,"2022-03-26 14:20:05","","","","",,,,,87,17.40,22,4,5,"Abstract Phosphoinositide 3-kinase (PI3K) and the proteasome pathway are both involved in activating the mechanistic target of rapamycin (mTOR). Because mTOR signaling is required …","https://www.sciencedirect.com/science/article/pii/S0006497120338295","https://scholar.google.com/scholar?q=related:77s8QrXEtjoJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
88,"S Vilar, E Uriarte, L Santana, NP Tatonetti, C Friedman","Detection of drug-drug interactions by modeling interaction profile fingerprints",2013,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058321","https://scholar.google.com/scholar?cites=14454730550226573721&as_sdt=2005&sciodt=2007&hl=en",24,"2022-03-26 14:20:05","HTML","","","",,,,,88,9.78,18,5,9,"Drug-drug interactions (DDIs) constitute an important problem in postmarketing pharmacovigilance and in the development of new drugs. The effectiveness or toxicity of a …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058321","https://scholar.google.com/scholar?q=related:mdk92tmEmcgJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
80,"K Xu, P Rosenstiel, N Paragas, C Hinze…","Unique transcriptional programs identify subtypes of AKI",2017,"Journal of the …","Am Soc Nephrol","https://jasn.asnjournals.org/content/28/6/1729.short","https://scholar.google.com/scholar?cites=10757115101795767925&as_sdt=2005&sciodt=2007&hl=en",25,"2022-03-26 14:20:05","","","","",,,,,80,16.00,16,5,5,"Two metrics, a rise in serum creatinine concentration and a decrease in urine output, are considered tantamount to the injury of the kidney tubule and the epithelial cells thereof (AKI) …","https://jasn.asnjournals.org/content/jnephrol/28/6/1729.full.pdf","https://scholar.google.com/scholar?q=related:ddaGAjHzSJUJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
76,"BA Kidd, A Wroblewska, MR Boland, J Agudo…","Mapping the effects of drugs on the immune system",2016,"Nature …","nature.com","https://www.nature.com/articles/nbt.3367","https://scholar.google.com/scholar?cites=10640937802253567386&as_sdt=2005&sciodt=2007&hl=en",26,"2022-03-26 14:20:05","","","","",,,,,76,12.67,15,5,6,"Understanding how drugs affect the immune system has consequences for treating disease and minimizing unwanted side effects. Here we present an integrative computational …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4706827/","https://scholar.google.com/scholar?q=related:moVZlI00rJMJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
35,"V Ramlall, J Zucker, N Tatonetti","Melatonin is significantly associated with survival of intubated COVID-19 patients",2020,"MedRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.10.15.20213546.abstract","https://scholar.google.com/scholar?cites=3937764296137317271&as_sdt=2005&sciodt=2007&hl=en",27,"2022-03-26 14:20:05","","10.1101/2020.10.15.20213546.abstract","","",,,,,35,17.50,12,3,2,"Background Respiratory distress requiring intubation is the most serious complication associated with coronavirus disease 2019 (COVID-19). Methods In this retrospective study …","https://www.medrxiv.org/content/10.1101/2020.10.15.20213546.full.pdf","https://scholar.google.com/scholar?q=related:lxt7oMO_pTYJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
66,"T Lorberbaum, KJ Sampson, JB Chang, V Iyer…","Coupling data mining and laboratory experiments to discover drug interactions causing QT prolongation",2016,"Journal of the American …","jacc.org","https://www.jacc.org/doi/abs/10.1016/j.jacc.2016.07.761","https://scholar.google.com/scholar?cites=17189564726151345324&as_sdt=2005&sciodt=2007&hl=en",28,"2022-03-26 14:20:05","","10.1016/j.jacc.2016.07.761","","",,,,,66,11.00,13,5,6,"Background: QT interval-prolonging drug-drug interactions (QT-DDIs) may increase the risk of life-threatening arrhythmia. Despite guidelines for testing from regulatory agencies, these …","https://www.sciencedirect.com/science/article/pii/S0735109716349397","https://scholar.google.com/scholar?q=related:rPTVUQuaje4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
59,"FCG Polubriaginof, R Vanguri, K Quinnies, GM Belbin…","Disease heritability inferred from familial relationships reported in medical records",2018,"Cell","Elsevier","https://www.sciencedirect.com/science/article/pii/S0092867418305257","https://scholar.google.com/scholar?cites=8873379388450608122&as_sdt=2005&sciodt=2007&hl=en",29,"2022-03-26 14:20:05","HTML","","","",,,,,59,14.75,12,5,4,"Heritability is essential for understanding the biological causes of disease but requires laborious patient recruitment and phenotype ascertainment. Electronic health records …","https://www.sciencedirect.com/science/article/pii/S0092867418305257","https://scholar.google.com/scholar?q=related:-hPfZYqTJHsJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
85,"NP Tatonetti, T Liu, RB Altman","Predicting drug side-effects by chemical systems biology",2009,"Genome …","genomebiology.biomedcentral.com","https://genomebiology.biomedcentral.com/articles/10.1186/gb-2009-10-9-238","https://scholar.google.com/scholar?cites=5802409056214946277&as_sdt=2005&sciodt=2007&hl=en",30,"2022-03-26 14:20:05","HTML","10.1186/gb-2009-10-9-238","","",,,,,85,6.54,28,3,13,"Predicting drug side-effects by chemical systems biology | Genome Biology | Full Text Skip to main content Advertisement BMC Part of Springer Nature Search Explore journals Get …","https://genomebiology.biomedcentral.com/articles/10.1186/gb-2009-10-9-238","https://scholar.google.com/scholar?q=related:5ZEzTUtMhlAJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
28,"CN Ta, M Dumontier, G Hripcsak, NP Tatonetti, C Weng","Columbia Open Health Data, clinical concept prevalence and co-occurrence from electronic health records",2018,"Scientific data","nature.com","https://www.nature.com/articles/sdata2018273","https://scholar.google.com/scholar?cites=4533579343337517323&as_sdt=2005&sciodt=2007&hl=en",31,"2022-03-26 14:20:05","HTML","","","",,,,,28,7.00,6,5,4,"Abstract Columbia Open Health Data (COHD) is a publicly accessible database of electronic health record (EHR) prevalence and co-occurrence frequencies between conditions, drugs …","https://www.nature.com/articles/sdata2018273","https://scholar.google.com/scholar?q=related:C3GukGSC6j4J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
43,"PJ Kennel, A Saha, DA Maldonado, R Givens…","Serum exosomal protein profiling for the non-invasive detection of cardiac allograft rejection",2018,"The Journal of Heart and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053249817319034","https://scholar.google.com/scholar?cites=17133394917831591281&as_sdt=2005&sciodt=2007&hl=en",32,"2022-03-26 14:20:05","","","","",,,,,43,10.75,9,5,4,"Background Exosomes are cell-derived circulating vesicles that play an important role in cell–cell communication. Exosomes are actively assembled and carry messenger RNAs …","","https://scholar.google.com/scholar?q=related:ccXVseYLxu0J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
51,"KB Hoffman, AR Demakas, M Dimbil, NP Tatonetti…","Stimulated reporting: the impact of US food and drug administration-issued alerts on the adverse event reporting system (FAERS)",2014,"Drug safety","Springer","https://link.springer.com/article/10.1007/s40264-014-0225-0","https://scholar.google.com/scholar?cites=2348033909417541169&as_sdt=2005&sciodt=2007&hl=en",33,"2022-03-26 14:20:05","HTML","10.1007/s40264-014-0225-0","","",,,,,51,6.38,10,5,8,"Abstract Background The US Food and Drug Administration (FDA) uses the Adverse Event Reporting System (FAERS) to support post-marketing safety surveillance programs …","https://link.springer.com/article/10.1007/s40264-014-0225-0","https://scholar.google.com/scholar?q=related:MX5nc2bklSAJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
54,"ER Behr, MD Ritchie, T Tanaka, S Kääb, DC Crawford…","Genome wide analysis of drug-induced torsades de pointes: lack of common variants with large effect sizes",2013,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078511","https://scholar.google.com/scholar?cites=397546121055470643&as_sdt=2005&sciodt=2007&hl=en",34,"2022-03-26 14:20:05","HTML","","","",,,,,54,6.00,9,6,9,"Marked prolongation of the QT interval on the electrocardiogram associated with the polymorphic ventricular tachycardia Torsades de Pointes is a serious adverse event during …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078511","https://scholar.google.com/scholar?q=related:M4RYPxdehAUJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
19,"V Ramlall, PM Thangaraj, C Meydan, J Foox, D Butler…","Identification of Immune complement function as a determinant of adverse SARS-CoV-2 infection outcome",2020,"MedRxiv","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273262/","https://scholar.google.com/scholar?cites=4364510127821905743&as_sdt=2005&sciodt=2007&hl=en",35,"2022-03-26 14:20:05","HTML","","","",,,,,19,9.50,3,6,2,"Understanding the pathophysiology of SARS-CoV-2 infection is critical for therapeutics and public health intervention strategies. Viral-host interactions can guide discovery of regulators …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273262/","https://scholar.google.com/scholar?q=related:T19rS9bakTwJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
51,"L Li, DJ Ruau, CJ Patel, SC Weber, R Chen…","Disease risk factors identified through shared genetic architecture and electronic medical records",2014,"Science translational …","science.org","https://www.science.org/doi/abs/10.1126/scitranslmed.3007191","https://scholar.google.com/scholar?cites=9772832870564041079&as_sdt=2005&sciodt=2007&hl=en",36,"2022-03-26 14:20:05","","10.1126/scitranslmed.3007191","","",,,,,51,6.38,9,6,8,"Genome-wide association studies have identified genetic variants for thousands of diseases and traits. We evaluated the relationships between specific risk factors (for example, blood …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4323098/","https://scholar.google.com/scholar?q=related:dxE7k7cToIcJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
36,"MR Boland, P Parhi, L Li, R Miotto…","Uncovering exposures responsible for birth season–disease effects: a global study",2018,"Journal of the …","academic.oup.com","https://academic.oup.com/jamia/article-abstract/25/3/275/4265709","https://scholar.google.com/scholar?cites=16024716139629500636&as_sdt=2005&sciodt=2007&hl=en",37,"2022-03-26 14:20:05","","","","",,,,,36,9.00,7,5,4,"Objective Birth month and climate impact lifetime disease risk, while the underlying exposures remain largely elusive. We seek to uncover distal risk factors underlying these …","https://academic.oup.com/jamia/article/25/3/275/4265709","https://scholar.google.com/scholar?q=related:3NgVKW06Y94J:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
49,"MJ Matos, S Vilar, RM Gonzalez-Franco…","Novel (coumarin-3-yl) carbamates as selective MAO-B inhibitors: Synthesis, in vitro and in vivo assays, theoretical evaluation of ADME properties and docking study",2013,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0223523413000950","https://scholar.google.com/scholar?cites=13074967366478257550&as_sdt=2005&sciodt=2007&hl=en",38,"2022-03-26 14:20:05","","","","",,,,,49,5.44,12,4,9,"Abstract A series of (coumarin-3-yl) carbamates was synthesized and evaluated in vitro as monoamine oxidase (MAO-A and MAO-B) inhibitors. Most of the new compounds selectively …","","https://scholar.google.com/scholar?q=related:jt3CsIudc7UJ:scholar.google.com/&scioq=author:%22nicholas+tatonetti%22&hl=en&as_sdt=2007"
