Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Catherine Kim, N. Tatonetti","Prediction of adverse drug reactions associated with drug-drug interactions using hierarchical classification",2021,"","","","",24,"2022-03-26 15:21:29","","10.1101/2021.02.10.430512","","",,,,,0,0.00,0,2,1,"Adverse drug reactions (ADRs) associated with drug-drug interactions (DDIs) represent a significant threat to public health. Unfortunately, most conventional methods for prediction of DDI-associated ADRs suffer from limited applicability and/or provide no mechanistic insight into DDIs. In this study, a hierarchical machine learning model was created to predict DDI-associated ADRs and pharmacological insight thereof for any drug pair. Briefly, the model takes drugs’ chemical structures as inputs to predict their target, enzyme, and transporter (TET) profiles, which are subsequently utilized to assess occurrences of ADRs, with an overall accuracy of ~91%. The robustness of the model for ADR classification was validated with DDIs involving three widely prescribed drugs. The model was then applied for interstitial lung disease (ILD) associated with DDIs involving atorvastatin, identifying the involvement of multiple targets, enzymes, and transporters in ILD. The model presented here is anticipated to serve as a versatile tool for enhancing drug safety.","",""
0,"N. Giangreco, N. Tatonetti","A Database of Pediatric Drug Effects to Evaluate Ontogenic Mechanisms From Child Growth and Development",2021,"","","","",25,"2022-03-26 15:21:29","","10.2139/ssrn.3898786","","",,,,,0,0.00,0,2,1,"Adverse drugs effects (ADEs) in children are common and may result in disability and death. However, current pediatric drug safety methods have not gone beyond event surveillance to identify and evaluate potential biological mechanisms. Children undergo an evolutionarily conserved and physiologically dynamic process of growth and maturation that can alter pharmacokinetics and pharmacodynamics. Our hypothesis is that temporal patterns of drug event reporting are reflective of dynamic mechanisms from child growth and development. We generated a database of 460,837 pediatric ADEs using generalized additive models (GAMs) that we have previously shown identify dynamic risk estimates of adverse drug events1. We identified 19,438 significant drug-event risks where drug risks corresponded with physiological development throughout childhood. Our results identified known pediatric drug effects and risk dynamics across child development that were not known previously. For example, we identified significant risk dynamics of montelukast-induced psychiatric disorders, including enriched risk (Odds Ratio 8.77 [2.51, 46.94]) within the second year of life. We developed a data-driven time- series clustering approach resulting in up to 95.2% precision and 97.8% sensitivity for categorizing risk dynamics across development stages for all ADEs including known but previously development-agnostic pediatric drug effects. We found that our real-world evidence may contain biologically-relevant underpinnings as well, where risk dynamics of CYP enzyme substrates were dependent on the enzymes expression across childhood. We curated this database for the research community to enable, for the first time, evaluation of real-world hypotheses of adverse drug effects across child growth and development.","",""
10,"N. Shang, Atlas Khan, Fernanda C G Polubriaginof, F. Zanoni, Karla Mehl, D. Fasel, P. Drawz, R. J. Carrol, J. Denny, M. Hathcock, A. Arruda-Olson, P. Peissig, R. Dart, M. Brilliant, E. Larson, D. Carrell, S. Pendergrass, S. Verma, M. Ritchie, B. Benoit, V. Gainer, E. Karlson, A. Gordon, G. Jarvik, I. Stanaway, D. Crosslin, S. Mohan, I. Ionita-Laza, N. Tatonetti, A. Gharavi, G. Hripcsak, C. Weng, K. Kiryluk","Medical records-based chronic kidney disease phenotype for clinical care and “big data” observational and genetic studies",2021,"","","","",33,"2022-03-26 15:21:29","","10.1038/s41746-021-00428-1","","",,,,,10,10.00,1,33,1,"Chronic Kidney Disease (CKD) represents a slowly progressive disorder that is typically silent until late stages, but early intervention can significantly delay its progression. We designed a portable and scalable electronic CKD phenotype to facilitate early disease recognition and empower large-scale observational and genetic studies of kidney traits. The algorithm uses a combination of rule-based and machine-learning methods to automatically place patients on the staging grid of albuminuria by glomerular filtration rate (“A-by-G” grid). We manually validated the algorithm by 451 chart reviews across three medical systems, demonstrating overall positive predictive value of 95% for CKD cases and 97% for healthy controls. Independent case-control validation using 2350 patient records demonstrated diagnostic specificity of 97% and sensitivity of 87%. Application of the phenotype to 1.3 million patients demonstrated that over 80% of CKD cases are undetected using ICD codes alone. We also demonstrated several large-scale applications of the phenotype, including identifying stage-specific kidney disease comorbidities, in silico estimation of kidney trait heritability in thousands of pedigrees reconstructed from medical records, and biobank-based multicenter genome-wide and phenome-wide association studies.","",""
1,"N. Giangreco, G. Lebreton, S. Restaino, Mary Jane Farr, E. Zorn, P. Colombo, J. Patel, R. Levine, L. Truby, R. Soni, P. Leprince, J. Kobashigawa, N. Tatonetti, B. Fine","Plasma kallikrein predicts primary graft dysfunction after heart transplant.",2021,"","","","",37,"2022-03-26 15:21:29","","10.1016/j.healun.2021.07.001","","",,,,,1,1.00,0,14,1,"","",""
1,"P. Kennel, A. Yahi, Y. Naka, D. Mancini, C. Marboe, K. Max, K. Akat, T. Tuschl, E. Vasilescu, E. Zorn, N. Tatonetti, P. Schulze","Longitudinal profiling of circulating miRNA during cardiac allograft rejection: a proof‐of‐concept study",2021,"","","","",38,"2022-03-26 15:21:29","","10.1002/ehf2.13238","","",,,,,1,1.00,0,12,1,"Allograft rejection following heart transplantation (HTx) is a serious complication even in the era of modern immunosuppressive regimens and causes up to a third of early deaths after HTx. Allograft rejection is mediated by a cascade of immune mechanisms leading to acute cellular rejection (ACR) and/or antibody‐mediated rejection (AMR). The gold standard for monitoring allograft rejection is invasive endomyocardial biopsy that exposes patients to complications. Little is known about the potential of circulating miRNAs as biomarkers to detect cardiac allograft rejection. We here present a systematic analysis of circulating miRNAs as biomarkers and predictors for allograft rejection after HTx using next‐generation small RNA sequencing.","",""
0,"N. Giangreco, Sulieman Lina, J. Qian, Aymone Kuoame, V. Subbian, E. Boerwinkle, M. Cicek, Cheryl R. Clark, Elizabeth Cohen, K. Gebo, R. Loperena-Cortes, K. Mayo, S. Mockrin, L. Ohno-Machado, S. Schully, N. Tatonetti, A. Ramirez","Pediatric data from the All of Us research program: demonstration of pediatric obesity over time.",2021,"","","","",42,"2022-03-26 15:21:29","","10.1093/jamiaopen/ooab112","","",,,,,0,0.00,0,17,1,"Objective To describe and demonstrate use of pediatric data collected by the All of Us Research Program.   Materials and Methods All of Us participant physical measurements and electronic health record (EHR) data were analyzed including investigation of trends in childhood obesity and correlation with adult body mass index (BMI).   Results We identified 19 729 participants with legacy pediatric EHR data including diagnoses, prescriptions, visits, procedures, and measurements gathered since 1980. We found an increase in pediatric obesity diagnosis over time that correlates with BMI measurements recorded in participants' adult EHRs and those physical measurements taken at enrollment in the research program.   Discussion We highlight the availability of retrospective pediatric EHR data for nearly 20 000 All of Us participants. These data are relevant to current issues such as the rise in pediatric obesity.   Conclusion All of Us contains a rich resource of retrospective pediatric EHR data to accelerate pediatric research studies.","",""
0,"Xiayuan Huang, N. Tatonetti, Katie LaRow, Brooke Delgoffee, J. Mayer, D. Page, S. Hebbring","E-Pedigrees: a large-scale automatic family pedigree prediction application",2021,"","","","",43,"2022-03-26 15:21:29","","10.1093/bioinformatics/btab419","","",,,,,0,0.00,0,7,1,"MOTIVATION The use and functionality of Electronic Health Records (EHR) have increased rapidly in the past few decades. EHRs are becoming an important depository of patient health information and can capture family data. Pedigree analysis is a longstanding and powerful approach that can gain insight into the underlying genetic and environmental factors in human health, but traditional approaches to identifying and recruiting families are low-throughput and labor-intensive. Therefore, high-throughput methods to automatically construct family pedigrees are needed.   RESULTS We developed a stand-alone application: Electronic Pedigrees, or E-Pedigrees, which combines two validated family prediction algorithms into a single software package for high throughput pedigrees construction. The convenient platform considers patients' basic demographic information and/or emergency contact data to infer high-accuracy parent-child relationship. Importantly, E-Pedigrees allows users to layer in additional pedigree data when available and provides options for applying different logical rules to improve accuracy of inferred family relationships. This software is fast and easy to use, is compatible with different EHR data sources, and its output is a standard PED file appropriate for multiple downstream analyses.   AVAILABILITY The Python 3.3+ version E-Pedigrees application is freely available on: https://github.com/xiayuan-huang/E-pedigrees.   SUPPLEMENTARY INFORMATION Supplementary data are available at Bioinformatics online.","",""
6,"Jiwoon Park, Jonathan Foox, T. Hether, D. Danko, S. Warren, Youngmi Kim, J. Reeves, D. Butler, Christopher Mozsary, J. Rosiene, Alon Shaiber, Ebrahim Afshinnekoo, M. Mackay, Y. Bram, Vasuretha Chandar, Heather Geiger, A. Craney, P. Velu, A. Melnick, I. Hajirasouliha, A. Beheshti, Deanne M. Taylor, Amanda M. Saravia-Butler, Urminder Singh, E. Wurtele, J. Schisler, S. Fennessey, A. Corvelo, M. Zody, S. Germer, S. Salvatore, S. Levy, Shixiu Wu, N. Tatonetti, S. Shapira, M. Salvatore, M. Loda, L. Westblade, M. Cushing, H. Rennert, A. Kriegel, O. Elemento, M. Imieliński, A. Borczuk, Cem Meydan, R. Schwartz, C. Mason","Systemic Tissue and Cellular Disruption from SARS-CoV-2 Infection revealed in COVID-19 Autopsies and Spatial Omics Tissue Maps",2021,"","","","",45,"2022-03-26 15:21:29","","10.1101/2021.03.08.434433","","",,,,,6,6.00,1,47,1,"The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) virus has infected over 115 million people and caused over 2.5 million deaths worldwide. Yet, the molecular mechanisms underlying the clinical manifestations of COVID-19, as well as what distinguishes them from common seasonal influenza virus and other lung injury states such as Acute Respiratory Distress Syndrome (ARDS), remains poorly understood. To address these challenges, we combined transcriptional profiling of 646 clinical nasopharyngeal swabs and 39 patient autopsy tissues, matched with spatial protein and expression profiling (GeoMx) across 357 tissue sections. These results define both body-wide and tissue-specific (heart, liver, lung, kidney, and lymph nodes) damage wrought by the SARS-CoV-2 infection, evident as a function of varying viral load (high vs. low) during the course of infection and specific, transcriptional dysregulation in splicing isoforms, T cell receptor expression, and cellular expression states. In particular, cardiac and lung tissues revealed the largest degree of splicing isoform switching and cell expression state loss. Overall, these findings reveal a systemic disruption of cellular and transcriptional pathways from COVID-19 across all tissues, which can inform subsequent studies to combat the mortality of COVID-19, as well to better understand the molecular dynamics of lethal SARS-CoV-2 infection and other viruses.","",""
0,"Theresa A. Koleck, M. Topaz, N. Tatonetti, M. George, C. Miaskowski, A. Smaldone, S. Bakken","Characterizing shared and distinct symptom clusters in common chronic conditions through natural language processing of nursing notes.",2021,"","","","",54,"2022-03-26 15:21:29","","10.1002/nur.22190","","",,,,,0,0.00,0,7,1,"Data-driven characterization of symptom clusters in chronic conditions is essential for shared cluster detection and physiological mechanism discovery. This study aims to computationally describe symptom documentation from electronic nursing notes and compare symptom clusters among patients diagnosed with four chronic conditions-chronic obstructive pulmonary disease (COPD), heart failure, type 2 diabetes mellitus, and cancer. Nursing notes (N = 504,395; 133,977 patients) were obtained for the 2016 calendar year from a single medical center. We used NimbleMiner, a natural language processing application, to identify the presence of 56 symptoms. We calculated symptom documentation prevalence by note and patient for the corpus. Then, we visually compared documentation for a subset of patients (N = 22,657) diagnosed with COPD (n = 3339), heart failure (n = 6587), diabetes (n = 12,139), and cancer (n = 7269) and conducted multiple correspondence analysis and hierarchical clustering to discover underlying groups of patients who have similar symptom profiles (i.e., symptom clusters) for each condition. As expected, pain was the most frequently documented symptom. All conditions had a group of patients characterized by no symptoms. Shared clusters included cardiovascular symptoms for heart failure and diabetes; pain and other symptoms for COPD, diabetes, and cancer; and a newly-identified cognitive and neurological symptom cluster for heart failure, diabetes, and cancer. Cancer (gastrointestinal symptoms and fatigue) and COPD (mental health symptoms) each contained a unique cluster. In summary, we report both shared and distinct, as well as established and novel, symptom clusters across chronic conditions. Findings support the use of electronic health record-derived notes and NLP methods to study symptoms and symptom clusters to advance symptom science.","",""
0,"Kipp W. Johnson, J. Narula, B. Glicksberg, K. Shameer, F. Chaudhry, A. Yahi, Nayaab S. Khan, L. Amadori, C. Krittanawong, B. Readhead, Ross Hagan, C. Becker, F. Chaudhry, Aparna A. Divaraniya, Milo R. Smith, U. Baber, Li Li, Benjamin D McCauley, G. Nadkarni, K. Pak, B. Gray, Deepak A Kaji, B. Percha, Y. Vengrenyuk, Javed Suleman, N. Tatonetti, A. Butte, A. Petrov, E. Arbustini, C. Giannarelli, N. Narula, W. Strauss, J. Dudley, A. Kini","Repurposing the atypical antidepressant trazodone for atherosclerotic cardiovascular disease",2021,"","","","",58,"2022-03-26 15:21:29","","10.21203/rs.3.rs-567817/v1","","",,,,,0,0.00,0,34,1,"  Background. Current lipid-lowering drugs often leave significant residual risk for adverse outcomes. Identification of previously approved drugs for new indications, drug repurposing, may provide a cost effective alternative to de novo drug developing.Objectives. We combined clinical, transcriptomic, computational, and experimental strategies to explore lipid-lowering and plaque-stabilizing effects of atypical antidepressant trazodone.Methods. First, a connectivity mapping strategy was used to match rosuvastatin gene expression signature derived from a clinical trial of 85 patients with to the expression patterns of 1,309 different small molecules to discover a similarity between the rosuvastatin and trazodone gene expression signatures. Then, we assessed the lipid-lowering ability of trazodone in vitro using HepG2 cells and in vivo using molecular imaging of rabbit atherosclerotic lesions. In addition, we analyzed electronic medical records of patients from three large medical centers who had a prescription for trazodone and lipid laboratory measurements available.Results. Trazodone significantly reduced cholesterol levels in the HepG2 human hepatocyte model, decreased atherosclerotic plaque burden in a rabbit model and lowered low-density lipoprotein (LDL) cholesterol levels in patients.Conclusion. Our results indicate that trazodone may be a promising candidate for adjunctive lipid lowering therapy. It may provide significant benefits to patients with hyperlipidemia, including lipid level reduction and formation of a more favorable atherosclerotic plaque morphology. Patients diagnosed with major depressive disorder requiring better lipid control would benefit the most from the for adjunctive lipid lowering therapy.","",""
49,"D. Butler, Christopher Mozsary, Cem Meydan, Jonathan Foox, J. Rosiene, Alon Shaiber, D. Danko, Ebrahim Afshinnekoo, M. Mackay, F. Sedlazeck, N. A. Ivanov, M. Sierra, D. Pohle, M. Zietz, U. Gisladottir, V. Ramlall, Evan T Sholle, E. Schenck, Craig D. Westover, Ciaran Hassan, Krista A. Ryon, B. Young, Chandrima Bhattacharya, Dianna L. Ng, A. Granados, Yale A Santos, V. Servellita, S. Federman, P. Ruggiero, Arkarachai Fungtammasan, Chen-Shan Chin, N. M. Pearson, B. Langhorst, N. Tanner, Youngmi Kim, J. Reeves, T. Hether, S. Warren, M. Bailey, Justyna Gawrys, D. Meleshko, Dong-Li Xu, M. Couto-Rodriguez, D. Nagy‐Szakal, J. Barrows, H. Wells, N. O’Hara, J. Rosenfeld, Ying Chen, P. Steel","Shotgun transcriptome, spatial omics, and isothermal profiling of SARS-CoV-2 infection reveals unique host responses, viral diversification, and drug interactions",2021,"","","","",253,"2022-03-26 15:21:29","","10.1038/s41467-021-21361-7","","",,,,,49,49.00,5,50,1,"In less than nine months, the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) killed over a million people, including >25,000 in New York City (NYC) alone. The COVID-19 pandemic caused by SARS-CoV-2 highlights clinical needs to detect infection, track strain evolution, and identify biomarkers of disease course. To address these challenges, we designed a fast (30-minute) colorimetric test (LAMP) for SARS-CoV-2 infection from naso/oropharyngeal swabs and a large-scale shotgun metatranscriptomics platform (total-RNA-seq) for host, viral, and microbial profiling. We applied these methods to clinical specimens gathered from 669 patients in New York City during the first two months of the outbreak, yielding a broad molecular portrait of the emerging COVID-19 disease. We find significant enrichment of a NYC-distinctive clade of the virus (20C), as well as host responses in interferon, ACE, hematological, and olfaction pathways. In addition, we use 50,821 patient records to find that renin–angiotensin–aldosterone system inhibitors have a protective effect for severe COVID-19 outcomes, unlike similar drugs. Finally, spatial transcriptomic data from COVID-19 patient autopsy tissues reveal distinct ACE2 expression loci, with macrophage and neutrophil infiltration in the lungs. These findings can inform public health and may help develop and drive SARS-CoV-2 diagnostic, prevention, and treatment strategies.","",""
205,"M. Zietz, N. Tatonetti","Testing the association between blood type and COVID-19 infection, intubation, and death",2020,"","","","",9,"2022-03-26 15:21:29","","10.1101/2020.04.08.20058073","","",,,,,205,102.50,103,2,2,"The rapid global spread of the novel coronavirus SARS-CoV-2 has strained existing healthcare and testing resources, making the identification and prioritization of individuals most at-risk a critical challenge. A recent study of patients in China discovered an association between ABO blood type and SARS-CoV-2 infection status by comparing COVID-19 patients with the general population. Whether blood type is associated with increased COVID-19 morbidity or mortality remains unknown. We used observational healthcare data on 1559 individuals tested for SARS-CoV-2 (682 COV+) with known blood type in the New York Presbyterian (NYP) hospital system to assess the association between ABO+Rh blood type and SARS-CoV-2 infection status, intubation, and death. We found a higher proportion of blood group A and a lower proportion of blood group O among COV+ patients compared to COV-, though in both cases the result is significant only in Rh positive blood types. We show that the effect of blood type is not explained by risk factors we considered (age, sex, hypertension, diabetes mellitus, overweight status, and chronic cardiovascular and lung disorders). In a meta-analysis of NYP data with previously-reported data from China, we find enrichment for A and B and depletion of O blood groups among COVID-19 patients compared to the general population. Our data do not provide strong evidence of associations between blood group and intubation or death among COVID-19 patients. In this preliminary observational study of data currently being collected during the outbreak, we find new evidence of associations between B, AB, and Rh blood groups and COVID-19 and further evidence of recently-discovered associations between A and O blood groups and COVID-19.","",""
127,"M. Zietz, J. Zucker, N. Tatonetti","Associations between blood type and COVID-19 infection, intubation, and death",2020,"","","","",10,"2022-03-26 15:21:29","","10.1038/s41467-020-19623-x","","",,,,,127,63.50,42,3,2,"The rapid global spread of the novel coronavirus SARS-CoV-2 has strained healthcare and testing resources, making the identification and prioritization of individuals most at-risk a critical challenge. Recent evidence suggests blood type may affect risk of severe COVID-19. Here, we use observational healthcare data on 14,112 individuals tested for SARS-CoV-2 with known blood type in the New York Presbyterian (NYP) hospital system to assess the association between ABO and Rh blood types and infection, intubation, and death. We find slightly increased infection prevalence among non-O types. Risk of intubation was decreased among A and increased among AB and B types, compared with type O, while risk of death was increased for type AB and decreased for types A and B. We estimate Rh-negative blood type to have a protective effect for all three outcomes. Our results add to the growing body of evidence suggesting blood type may play a role in COVID-19.","",""
